"skola","predmet","obor","kraj","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední škola tradičních řemesel HERMÉS MB s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Středočeský","Písemná práce",15,1,"40.4","45.2","22.2"
"Obchodní akademie a Střední odborné učiliště Veselí nad Moravou. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Jihomoravský","Písemná práce",36,2,"76.9","44.7","17.8"
"Obchodní akademie a Střední odborné učiliště Veselí nad Moravou. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Jihomoravský","Písemná práce",36,2,"76.9","44.7","17.8"
"Obchodní akademie a Střední odborné učiliště Veselí nad Moravou. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Jihomoravský","Písemná práce",36,2,"76.9","44.7","17.8"
"Střední škola elektrotechnická a energetická Sokolnice. příspěvková organizace","Anglický jazyk","SOU technické","Jihomoravský","Písemná práce",40,2,"91.7","41.6",18
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Ústecký","Písemná práce",20,1,11,"51.5","17.5"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Ústecký","Písemná práce",20,1,11,"51.5","17.5"
"Gymnázium a Střední odborná škola dr. Václava Šmejkala. Ústí nad Labem. příspěvková organizace","Německý jazyk","SOŠ pedagogické a humanitní","Ústecký","Písemná práce",20,1,11,"51.5","17.5"
"Obchodní akademie a Střední odborná škola generála Františka Fajtla. Louny. příspěvková organizace","Anglický jazyk","Lyceum","Ústecký","Písemná práce",42,2,85,42,"16.8"
"Obchodní akademie a Střední odborná škola generála Františka Fajtla. Louny. příspěvková organizace","Anglický jazyk","SOŠ ekonomické","Ústecký","Písemná práce",42,2,85,42,"16.8"
"Obchodní akademie a Střední odborná škola generála Františka Fajtla. Louny. příspěvková organizace","Anglický jazyk","SOŠ pedagogické a humanitní","Ústecký","Písemná práce",42,2,85,42,"16.8"
"Obchodní akademie a Střední odborná škola generála Františka Fajtla. Louny. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Ústecký","Písemná práce",42,2,85,42,"16.8"
"TRIVIS - Střední škola veřejnoprávní Vodňany. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Jihočeský","Písemná práce",23,1,"95.3","42.5","15.3"
"Střední odborná škola a Střední odborné učiliště obchodu a služeb. Chrudim. Čáslavská 205","Anglický jazyk","SOU ostatní (nástavby)","Pardubický","Písemná práce",23,1,"89.5","45.1","21.2"
"TRIVIS - Střední škola veřejnoprávní Vodňany. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Jihočeský","Písemná práce",23,1,"95.3","42.5","15.3"
"Střední odborná škola a Střední odborné učiliště obchodu a služeb. Chrudim. Čáslavská 205","Anglický jazyk","SOŠ technické 1","Pardubický","Písemná práce",23,1,"89.5","45.1","21.2"
"Střední odborná škola a Střední odborné učiliště obchodu a služeb. Chrudim. Čáslavská 205","Anglický jazyk","SOU ostatní","Pardubický","Písemná práce",23,1,"89.5","45.1","21.2"
"Střední škola hotelnictví a služeb a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Moravskoslezský","Písemná práce",79,3,"89.5","44.6","18.1"
"Střední škola hotelnictví a služeb a Vyšší odborná škola. Opava. příspěvková organizace","Anglický jazyk","SOŠ hotelové a podnikatelské","Moravskoslezský","Písemná práce",79,3,"89.5","44.6","18.1"
"Hotelová škola a Obchodní akademie Havířov s.r.o.","Anglický jazyk","SOŠ ekonomické","Moravskoslezský","Písemná práce",27,1,"92.1","37.8","15.7"
"Hotelová škola a Obchodní akademie Havířov s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Moravskoslezský","Písemná práce",27,1,"92.1","37.8","15.7"
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOU technické (nástavby)","Královéhradecký","Písemná práce",33,1,"66.7","48.6",16
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOŠ technické 2","Královéhradecký","Písemná práce",33,1,"66.7","48.6",16
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOŠ umělecké","Královéhradecký","Písemná práce",33,1,"66.7","48.6",16
"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku. Hradec Králové. 17. listopadu 1202","Anglický jazyk","SOU ostatní","Královéhradecký","Písemná práce",33,1,"66.7","48.6",16
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOU ostatní (nástavby)","Královéhradecký","Písemná práce",35,1,"84.3","40.1",15
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ hotelové a podnikatelské","Královéhradecký","Písemná práce",35,1,"84.3","40.1",15
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ pedagogické a humanitní","Královéhradecký","Písemná práce",35,1,"84.3","40.1",15
"Střední škola oděvní. služeb a ekonomiky. Červený Kostelec. 17. listopadu 1197","Anglický jazyk","SOŠ umělecké","Královéhradecký","Písemná práce",35,1,"84.3","40.1",15
"Soukromá vyšší odborná škola grafická a Střední umělecká škola grafická. s.r.o.","Anglický jazyk","SOŠ umělecké","Vysočina","Písemná práce",39,1,100,"48.2","16.5"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Vysočina","Písemná práce",43,1,"92.7","41.5","11.9"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Vysočina","Písemná práce",43,1,"92.7","41.5","11.9"
"Integrovaná střední škola automobilní Brno. příspěvková organizace","Anglický jazyk","SOU technické (nástavby)","Jihomoravský","Písemná práce",45,1,"59.3",42,"16.6"
"Integrovaná střední škola automobilní Brno. příspěvková organizace","Anglický jazyk","SOŠ technické 1","Jihomoravský","Písemná práce",45,1,"59.3",42,"16.6"
"Integrovaná střední škola automobilní Brno. příspěvková organizace","Anglický jazyk","SOU technické","Jihomoravský","Písemná práce",45,1,"59.3",42,"16.6"
"Střední odborné učiliště. Sedlčany. Petra Bezruče 364","Anglický jazyk","SOU ostatní (nástavby)","Středočeský","Písemná práce",9,0,37,"47.3","8.2"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Anglický jazyk","SOU ostatní (nástavby)","Karlovarský","Písemná práce",11,0,"48.5","36.5","14.1"
"Střední škola automobilní Prostějov. s. r. o.","Anglický jazyk","SOU ostatní (nástavby)","Olomoucký","Písemná práce",11,0,55,"43.2","16.4"
"Střední škola technických oborů. Havířov - Šumbark. Lidická 1a/600. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Moravskoslezský","Písemná práce",31,0,"58.6",44,13
"RB Střední odborné učiliště autoopravárenské. s.r.o.","Anglický jazyk","SOU technické (nástavby)","Moravskoslezský","Písemná práce",7,0,"46.2",39,"15.4"
"Střední škola technická. Přerov. Kouřílkova 8","Anglický jazyk","SOU technické (nástavby)","Olomoucký","Písemná práce",10,0,"66.7","35.6","13.5"
"Soukromá obchodní akademie Podnikatel. spol. s r.o.","Anglický jazyk","SOŠ ekonomické","Karlovarský","Písemná práce",9,0,85,"39.5","11.8"
"Střední škola ekonomická se sportovním zaměřením. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Praha","Písemná práce",21,0,100,"46.5","12.8"
"Labská hotelová střední odborná škola a Střední odborné učiliště Pardubice s. r. o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Pardubický","Písemná práce",8,0,"40.9","45.8","16.8"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Karlovarský","Písemná práce",27,0,"82.1",49,"15.9"
"Vyšší odborná škola stavební a Střední škola stavební Vysoké Mýto","Anglický jazyk","SOŠ technické 1","Pardubický","Písemná práce",9,0,37,"47.5","14.4"
"Střední škola technická. Přerov. Kouřílkova 8","Anglický jazyk","SOŠ technické 1","Olomoucký","Písemná práce",10,0,"66.7","35.6","13.5"
"Vyšší odborná škola a Střední průmyslová škola. Rychnov nad Kněžnou. U Stadionu 1166","Anglický jazyk","SOŠ technické 1","Královéhradecký","Písemná práce",9,0,20,"41.2","12.7"
"Střední průmyslová škola textilní. Liberec. Tyršova 1. příspěvková organizace","Anglický jazyk","SOŠ technické 2","Liberecký","Písemná práce",16,0,"75.8","45.7","9.9"
"Střední zdravotnická škola. Svitavy. Purkyňova 256","Anglický jazyk","SOŠ zdravotnické","Pardubický","Písemná práce",14,0,"88.9","43.8","12.7"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zdravotnické","Vysočina","Písemná práce",26,0,100,"43.4","14.2"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zemědělské","Vysočina","Písemná práce",26,0,100,"43.4","14.2"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Anglický jazyk","SOU ostatní","Karlovarský","Písemná práce",11,0,"48.5","36.5","14.1"
"Střední škola technických oborů. Havířov - Šumbark. Lidická 1a/600. příspěvková organizace","Anglický jazyk","SOU technické","Moravskoslezský","Písemná práce",31,0,"58.6",44,13
"Střední škola technická. Přerov. Kouřílkova 8","Anglický jazyk","SOU technické","Olomoucký","Písemná práce",10,0,"66.7","35.6","13.5"
"Gymnázium. Olomouc. Čajkovského 9","Německý jazyk","Gymnázium 4 leté","Olomoucký","Písemná práce",14,0,12,"59.7","13.6"
"Střední zdravotnická škola. Turnov. 28. října 1390. příspěvková organizace","Německý jazyk","Lyceum","Liberecký","Písemná práce",7,0,"16.7","49.2","13.4"
"Střední škola umělecká a řemeslná","Ruský jazyk","SOU ostatní (nástavby)","Praha","Písemná práce",3,0,"8.5",47,"8.9"
"Integrovaná střední škola technická. Mělník. K učilišti 2566","Ruský jazyk","SOU ostatní (nástavby)","Středočeský","Písemná práce",5,0,"5.6","39.1","8.5"
"Střední škola zdravotnická a sociální Chrudim","Ruský jazyk","SOŠ pedagogické a humanitní","Pardubický","Písemná práce",10,0,"18.2","41.5","15.3"
"Střední škola zdravotnická a sociální Chrudim","Ruský jazyk","SOŠ zdravotnické","Pardubický","Písemná práce",10,0,"18.2","41.5","15.3"
"Střední škola ekonomicko-podnikatelská Studénka. o.p.s.","Anglický jazyk","SOU ostatní (nástavby)","Moravskoslezský","Písemná práce",4,1,"44.8","46.5","27.3"
"Střední škola ekonomicko-podnikatelská Studénka. o.p.s.","Anglický jazyk","SOŠ ekonomické","Moravskoslezský","Písemná práce",4,1,"44.8","46.5","27.3"
"Soukromá střední odborná škola Břeclav. s.r.o.","Anglický jazyk","SOU ostatní","Jihomoravský","Písemná práce",12,3,50,"38.9","24.9"
"Soukromá střední škola MAJA. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Středočeský","Písemná práce",10,2,"94.4","41.1","19.3"
"Soukromá střední škola MAJA. s.r.o.","Anglický jazyk","SOU ostatní","Středočeský","Písemná práce",10,2,"94.4","41.1","19.3"
"Soukromá střední odborná škola manažerská a zdravotnická s. r. o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Jihomoravský","Písemná práce",12,2,"72.7",38,"20.9"
"Soukromá střední odborná škola manažerská a zdravotnická s. r. o.","Anglický jazyk","SOŠ zdravotnické","Jihomoravský","Písemná práce",12,2,"72.7",38,"20.9"
"Střední škola gastronomie a farmářství Jeseník","Anglický jazyk","SOU ostatní (nástavby)","Olomoucký","Písemná práce",20,3,"85.7","39.4","17.5"
"Střední škola gastronomie a farmářství Jeseník","Anglický jazyk","SOU ostatní","Olomoucký","Písemná práce",20,3,"85.7","39.4","17.5"
"Střední škola zemědělská a Vyšší odborná škola Chrudim","Anglický jazyk","SOŠ zemědělské","Pardubický","Písemná práce",22,3,"77.4","42.6","25.5"
"Střední odborná škola obchodní s. r. o. se sídlem Liberec 6. Broumovská 839","Německý jazyk","SOŠ ekonomické","Liberecký","Písemná práce",10,1,"21.6","58.6","19.9"
"Střední odborná škola a Střední odborné učiliště. Písek. Komenského 86","Anglický jazyk","SOU ostatní (nástavby)","Jihočeský","Písemná práce",20,1,"63.8","41.5","13.5"
"Střední odborná škola a Střední odborné učiliště. Písek. Komenského 86","Anglický jazyk","SOU technické (nástavby)","Jihočeský","Písemná práce",20,1,"63.8","41.5","13.5"
"Střední odborná škola a Střední odborné učiliště. Písek. Komenského 86","Anglický jazyk","SOŠ hotelové a podnikatelské","Jihočeský","Písemná práce",20,1,"63.8","41.5","13.5"
"Vyšší odborná škola a Střední škola. Varnsdorf. příspěvková organizace","Ruský jazyk","SOU ostatní (nástavby)","Ústecký","Písemná práce",4,0,"2.9","41.2","12.7"
"Střední škola zdravotnická a sociální Chrudim","Ruský jazyk","SOŠ pedagogické a humanitní","Pardubický","Didaktický test",10,1,"18.2","41.4","20.1"
"Střední škola zdravotnická a sociální Chrudim","Ruský jazyk","SOŠ zdravotnické","Pardubický","Didaktický test",10,1,"18.2","41.4","20.1"
"Střední škola zemědělská a Vyšší odborná škola Chrudim","Anglický jazyk","SOŠ zemědělské","Pardubický","Didaktický test",22,1,"77.4","44.6","13.6"
"Střední odborná škola Znojmo. Dvořákova. příspěvková organizace","Anglický jazyk","SOU ostatní (nástavby)","Jihomoravský","Didaktický test",14,0,"45.5","47.4","10.6"
"Vyšší odborná škola. Obchodní akademie. Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky EKONOM. o.p.s.","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústecký","Didaktický test",14,0,100,57,"11.7"
"Střední odborná škola Znojmo. Dvořákova. příspěvková organizace","Anglický jazyk","SOŠ zemědělské","Jihomoravský","Didaktický test",14,0,"45.5","47.4","10.6"
"Střední odborná škola Jana Tiraye Velká Bíteš. příspěvková organizace","Anglický jazyk","SOU technické","Vysočina","Didaktický test",10,0,"76.9","57.7","12.1"
"Střední škola stavebních řemesel Brno-Bosonohy. příspěvková organizace","Matematika","SOU technické (nástavby)","Jihomoravský","Didaktický test",10,4,"48.3","52.7","31.7"
"Gymnázium. Střední odborná škola ekonomická a Střední odborné učiliště. Kaplice. Pohorská 86","Český jazyk a literatura","Gymnázium 8 leté","Jihočeský","Didaktický test",27,8,,"52.8","26.4"
"Gymnázium. Střední odborná škola ekonomická a Střední odborné učiliště. Kaplice. Pohorská 86","Český jazyk a literatura","SOU ostatní (nástavby)","Jihočeský","Didaktický test",27,8,,"52.8","26.4"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Český jazyk a literatura","Gymnázium 4 leté","Plzeňský","Didaktický test",78,8,,"59.2","17.5"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Český jazyk a literatura","Gymnázium 8 leté","Plzeňský","Didaktický test",78,8,,"59.2","17.5"
